production_id,name,obra_title,obra_id,productora_name,synopsis,direction,theater,address,barrio,ciudad_partido,localidad,provincia,start_date,end_date,image_id,image_url,instagram,website,source,is_new
59,TORRES GEMELAS - Dramaturgia con el destino,TORRES GEMELAS - Dramaturgia con el destino,37265,,,,EL PORTAL,Lavalle 3073,,Capital Federal,Capital Federal,Buenos Aires,,,57,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/16/000272016.jpg,,https://alternativateatral.com/obra37265-torres-gemelas-dramaturgia-con-el-destino,alternativateatral_api,true
60,La increíble historia del traje invisible,La increíble historia del traje invisible,37288,,,,SALA DEL CAFÉ ARTIGAS,José Gervasio Artigas 1850,,Capital Federal,Capital Federal,Buenos Aires,,,58,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/83/000311283.jpg,,https://alternativateatral.com/obra37288-la-increible-historia-del-traje-invisible,alternativateatral_api,true
61,El paraíso perdido,El paraíso perdido,37445,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,59,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/29/000223229.jpg,,https://alternativateatral.com/obra37445-el-paraiso-perdido,alternativateatral_api,true
62,Como si pasara un tren,Como si pasara un tren,37490,,,,CENTRO CULTURAL BORGES,Viamonte 525,,Capital Federal,Capital Federal,Buenos Aires,,,60,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/08/000268908.jpg,,https://alternativateatral.com/obra37490-como-si-pasara-un-tren,alternativateatral_api,true
63,Sueños curiosos teatro para bebés,Sueños curiosos teatro para bebés,37674,,,,PONCHO TEATRO,Leopoldo Marechal 1219,,Capital Federal,Capital Federal,Buenos Aires,,,61,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/95/000197395.jpg,,https://alternativateatral.com/obra37674-suenos-curiosos-teatro-para-bebes,alternativateatral_api,true
64,Vértigo,Vértigo,39004,,,,ESPACIO AGUIRRE,Aguirre 1270,,Capital Federal,Capital Federal,Buenos Aires,,,62,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/63/000292563.jpg,,https://alternativateatral.com/obra39004-vertigo,alternativateatral_api,true
65,"La ceremonia, el suicidio de una idea y la decadencia del poder.","La ceremonia, el suicidio de una idea y la decadencia del poder.",39118,,,,SALA DEL CAFÉ ARTIGAS,José Gervasio Artigas 1850,,Capital Federal,Capital Federal,Buenos Aires,,,16,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/000161987.jpg,,https://alternativateatral.com/obra39118-la-ceremonia-el-suicidio-de-una-idea-y-la-decadencia-del-poder,alternativateatral_api,true
66,Bufarra -carne a la parrilla-,Bufarra -carne a la parrilla-,40120,,,,ESPACIO POLONIA,Fitz Roy 1477,Palermo,CABA,Palermo - CABA,CABA,,,63,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/15/000305815.jpg,,https://alternativateatral.com/obra40120-bufarra-carne-a-la-parrilla,alternativateatral_api,true
67,"Sonido 360, Música en completa oscuridad","Sonido 360, Música en completa oscuridad",41725,,,,TEATRO CIEGO,Borges 1974,,Capital Federal,Capital Federal,Buenos Aires,,,64,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000311087.jpg,,https://alternativateatral.com/obra41725-sonido-360-musica-en-completa-oscuridad,alternativateatral_api,true
68,La Casa de Bernarda Alba,La Casa de Bernarda Alba,42742,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,65,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/49/000309449.jpg,,https://alternativateatral.com/obra42742-la-casa-de-bernarda-alba,alternativateatral_api,true
69,Los arboles mueren de pie,Los arboles mueren de pie,50168,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,66,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/42/000309442.jpg,,https://alternativateatral.com/obra50168-los-arboles-mueren-de-pie,alternativateatral_api,true
70,"GARDEL EN PARÍS, la conquista del Zorzal","GARDEL EN PARÍS, la conquista del Zorzal",50762,,,,TEATRO PAYRÓ,San Martin 766,,Capital Federal,Capital Federal,Buenos Aires,,,67,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/26/000297826.jpg,,https://alternativateatral.com/obra50762-gardel-en-paris-la-conquista-del-zorzal,alternativateatral_api,true
71,La Shikse,La Shikse,50923,,,,(LA PAUSA) TEATRAL,Luis Viale 625,,Capital Federal,Capital Federal,Buenos Aires,,,68,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/45/000227245.jpg,,https://alternativateatral.com/obra50923-la-shikse,alternativateatral_api,true
72,Los asilentes,Los asilentes,51627,,,,LA HUEVERÍA,Joaquín V. Gonzalez 1583,,Capital Federal,Capital Federal,Buenos Aires,,,69,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/00/000312300.jpg,,https://alternativateatral.com/obra51627-los-asilentes,alternativateatral_api,true
73,Mishiadura Bailable,Mishiadura Bailable,51748,,,,SALA DE LOS POMPAPETRIYASOS,Brasil 2640,,Capital Federal,Capital Federal,Buenos Aires,,,70,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/29/000266129.jpg,,https://alternativateatral.com/obra51748-mishiadura-bailable,alternativateatral_api,true
74,Los árboles mueren de pie,Los árboles mueren de pie,52279,,,,SALAS CORTAZAR,Corrientes 1660,,Capital Federal,Capital Federal,Buenos Aires,,,71,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/69/000312069.jpg,,https://alternativateatral.com/obra52279-los-arboles-mueren-de-pie,alternativateatral_api,true
75,Prohibido suicidarse en primavera,Prohibido suicidarse en primavera,52492,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,72,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/48/000309448.jpg,,https://alternativateatral.com/obra52492-prohibido-suicidarse-en-primavera,alternativateatral_api,true
76,La Lección de Anatomía,La Lección de Anatomía,53014,,,,TEATRO EMPIRE,Hipólito Yrigoyen 1934,,Capital Federal,Capital Federal,Buenos Aires,,,73,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/74/000310074.jpg,,https://alternativateatral.com/obra53014-la-leccion-de-anatomia,alternativateatral_api,true
77,Un gran hombre,Un gran hombre,54076,,,,TEATRO COLONIAL,Av. Paseo Colón 413,,Capital Federal,Capital Federal,Buenos Aires,,,74,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/00/000240200.jpg,,https://alternativateatral.com/obra54076-un-gran-hombre,alternativateatral_api,true
78,Magia Teatro para Bebés,Magia Teatro para Bebés,55878,,,,PONCHO TEATRO,Leopoldo Marechal 1219,,Capital Federal,Capital Federal,Buenos Aires,,,75,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/95/000262395.jpg,,https://alternativateatral.com/obra55878-magia-teatro-para-bebes,alternativateatral_api,true
79,"Matate, amor","Matate, amor",56662,,,,DUMONT 4040,Santos Dumont 4040,,Capital Federal,Capital Federal,Buenos Aires,,,76,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/43/000179643.jpg,,https://alternativateatral.com/obra56662-matate-amor,alternativateatral_api,true
80,El Veredicto,El Veredicto,57781,,,,TEATRO EL DESGUACE,México 3694,,Capital Federal,Capital Federal,Buenos Aires,,,77,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/33/000311233.jpg,,https://alternativateatral.com/obra57781-el-veredicto,alternativateatral_api,true
81,Pundonor,Pundonor,58745,,,,TEATRO PICADERO,Pasaje Santos Discepolo 1857,,Capital Federal,Capital Federal,Buenos Aires,,,78,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/57/000187557.jpg,,https://alternativateatral.com/obra58745-pundonor,alternativateatral_api,true
82,Open Mic del Stand Up Club,Open Mic del Stand Up Club,59334,,,,STAND UP CLUB,Paraná 1021,,Capital Federal,Capital Federal,Buenos Aires,,,79,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/46/000273846.jpg,,https://alternativateatral.com/obra59334-open-mic-del-stand-up-club,alternativateatral_api,true
83,"Papushkas, mi propio Kadish","Papushkas, mi propio Kadish",59404,,,,TEATRARTE,Asunción 4168,,Capital Federal,Capital Federal,Buenos Aires,,,80,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/11/000306411.jpg,,https://alternativateatral.com/obra59404-papushkas-mi-propio-kadish,alternativateatral_api,true
84,"Papushkas, mi propio Kadish","Papushkas, mi propio Kadish",59404,,,,"ÍTACA, COMPLEJO TEATRAL",Humahuaca 4027,,Capital Federal,Capital Federal,Buenos Aires,,,80,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/11/000306411.jpg,,https://alternativateatral.com/obra59404-papushkas-mi-propio-kadish,alternativateatral_api,true
85,Bodas de sangre,Bodas de sangre,60283,,,,"BULULÚ, CLUB DE COMEDIA",Av. Rivadavia 1350,,Capital Federal,Capital Federal,Buenos Aires,,,81,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000309451.jpg,,https://alternativateatral.com/obra60283-bodas-de-sangre,alternativateatral_api,true
86,La urdimbre y la trama,La urdimbre y la trama,61004,,,,BAC (BRITISH ARTS CENTRE),Suipacha 1333,,Capital Federal,Capital Federal,Buenos Aires,,,82,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/64/000311364.jpg,,https://alternativateatral.com/obra61004-la-urdimbre-y-la-trama,alternativateatral_api,true
87,"Sí, mi Amor! Stand Up de Pareja","Sí, mi Amor! Stand Up de Pareja",63378,,,,STAND UP CLUB,Paraná 1021,,Capital Federal,Capital Federal,Buenos Aires,,,83,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/35/000243435.jpg,,https://alternativateatral.com/obra63378-si-mi-amor-stand-up-de-pareja,alternativateatral_api,true
88,Segunda Princesa (2da Princesa),Segunda Princesa (2da Princesa),64055,,,,FUNDACIÓN SAGAI,25 de Mayo 586,,Capital Federal,Capital Federal,Buenos Aires,,,84,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/64/000311964.jpg,,https://alternativateatral.com/obra64055-segunda-princesa-2da-princesa,alternativateatral_api,true
89,Manzi íntimo,Manzi íntimo,64121,,,,TEATRO PAYRÓ,San Martin 766,,Capital Federal,Capital Federal,Buenos Aires,,,85,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/21/000237421.jpg,,https://alternativateatral.com/obra64121-manzi-intimo,alternativateatral_api,true
90,La Monja Judía,La Monja Judía,64521,,,,EL TINGLADO TEATRO,Mario Bravo 948,,Capital Federal,Capital Federal,Buenos Aires,,,86,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/61/000295261.jpg,,https://alternativateatral.com/obra64521-la-monja-judia,alternativateatral_api,true
91,Los tiburones (80´),Los tiburones (80´),65135,,,,ARTHAUS CENTRAL,Bartolomé Mitre 434,,Capital Federal,Capital Federal,Buenos Aires,,,87,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/15/000201415.jpg,,https://alternativateatral.com/obra65135-los-tiburones-80,alternativateatral_api,true
92,"Sex, viví tu experiencia","Sex, viví tu experiencia",65140,,,,GORRITI ART CENTER,Av. Juan B. Justo 1617,,Capital Federal,Capital Federal,Buenos Aires,,,88,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/17/000296417.jpg,,https://alternativateatral.com/obra65140-sex-vivi-tu-experiencia,alternativateatral_api,true
93,Velaske - No dejas hablar,Velaske - No dejas hablar,65156,,,,EL MÉTODO KAIRÓS TEATRO,El Salvador 4530,,Capital Federal,Capital Federal,Buenos Aires,,,89,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/26/000246926.jpg,,https://alternativateatral.com/obra65156-velaske-no-dejas-hablar,alternativateatral_api,true
94,Los pasteleros,Los pasteleros,66583,,,,ESTRELLA DE MALDONADO,El Salvador 5470,,Capital Federal,Capital Federal,Buenos Aires,,,90,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/03/000258303.jpg,,https://alternativateatral.com/obra66583-los-pasteleros,alternativateatral_api,true
95,Los pasteleros,Los pasteleros,66583,,,,CLUB NÁUTICO BUCHARDO,Comodoro Rivadavia 1250,Núñez,CABA,Núñez - CABA,CABA,,,90,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/03/000258303.jpg,,https://alternativateatral.com/obra66583-los-pasteleros,alternativateatral_api,true
96,Como era antes,Como era antes,66944,,,,TEATRO COLONIAL,Av. Paseo Colón 413,,Capital Federal,Capital Federal,Buenos Aires,,,91,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/67/000310067.jpg,,https://alternativateatral.com/obra66944-como-era-antes,alternativateatral_api,true
97,Los miedos,Los miedos,67171,,,,EL GALPÓN DE GUEVARA,Guevara 326,,Capital Federal,Capital Federal,Buenos Aires,,,92,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/54/000311854.jpg,,https://alternativateatral.com/obra67171-los-miedos,alternativateatral_api,true
98,La memoria de las palabras,La memoria de las palabras,67412,,,,SARANDIARTE,Salto 63,,Sarandi,Sarandi,Buenos Aires,,,93,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/28/000308928.jpg,,https://alternativateatral.com/obra67412-la-memoria-de-las-palabras,alternativateatral_api,true
99,Ah... mira vos!,Ah... mira vos!,67741,,,,MUY TEATRO,Humahuaca 4310,Almagro,CABA,Almagro - CABA,CABA,,,94,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/77/000301377.jpg,,https://alternativateatral.com/obra67741-ah-mira-vos,alternativateatral_api,true
100,La vis cómica,La vis cómica,67979,,,,CENTRO CULTURAL DE LA COOPERACIÓN,Corrientes 1543,,Capital Federal,Capital Federal,Buenos Aires,,,95,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/75/000254775.jpg,,https://alternativateatral.com/obra67979-la-vis-comica,alternativateatral_api,true
101,Odd man out,Odd man out,68210,,,,TEATRO CIEGO,Borges 1974,,Capital Federal,Capital Federal,Buenos Aires,,,96,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/92/000311092.jpg,,https://alternativateatral.com/obra68210-odd-man-out,alternativateatral_api,true
102,"Noche de terror 3, espíritus malignos","Noche de terror 3, espíritus malignos",68443,,,,ANIMAL TEATRO,Castro 561,,Capital Federal,Capital Federal,Buenos Aires,,,97,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/27/000256227.jpg,,https://alternativateatral.com/obra68443-noche-de-terror-3-espiritus-malignos,alternativateatral_api,true
103,Jazz Cartoons. Por Paris Jazz Club,Jazz Cartoons. Por Paris Jazz Club,68679,,,,ND ATENEO,Paraguay 918,,Capital Federal,Capital Federal,Buenos Aires,,,98,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/07/000311007.jpg,,https://alternativateatral.com/obra68679-jazz-cartoons-por-paris-jazz-club,alternativateatral_api,true
104,El beso de la mujer araña,El beso de la mujer araña,70332,,,,TEATRO BROADWAY,San Lorenzo 1223,,Rosario,Rosario,Santa Fe,,,99,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/53/000258653.jpg,,https://alternativateatral.com/obra70332-el-beso-de-la-mujer-arana,alternativateatral_api,true
105,De la mejor manera,De la mejor manera,70784,,,,RODNEY BAR,Rodney 400,,Capital Federal,Capital Federal,Buenos Aires,,,100,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/38/000238838.jpg,,https://alternativateatral.com/obra70784-de-la-mejor-manera,alternativateatral_api,true
106,La gesta heroica,La gesta heroica,70851,,,,CENTRO CULTURAL THAMES,Thames 1426,,Capital Federal,Capital Federal,Buenos Aires,,,101,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/51/000312051.jpg,,https://alternativateatral.com/obra70851-la-gesta-heroica,alternativateatral_api,true
107,"La Facunda, farsa rural","La Facunda, farsa rural",70944,,,,CENTRO CULTURAL VIEJO ALMACEN EL OBRERO,Av 13 1900 esquina 71,,La Plata,La Plata,Buenos Aires,,,102,https://img.alternativateatral.com/scripts/es/fotos/obras/resumen/87/000312087.jpg,,https://alternativateatral.com/obra70944-la-facunda-farsa-rural,alternativateatral_api,true
